Unnamed: 0,datetime,timestamp,yr,mo,day,hr,m,s,surf_dist,depth,gal,gal_filter
493,2025-03-30 21:46:04.672594,2025-03-30 21:46:04.672594,2025.0,3.0,30.0,21.0,46.0,4.0,19.7275,35.3975,1306.45,1307.94
494,2025-03-30 21:46:19.672811,2025-03-30 21:46:19.672811,2025.0,3.0,30.0,21.0,46.0,19.0,19.7125,35.412499999999994,1307.04,1307.94
495,2025-03-30 21:46:34.672963,2025-03-30 21:46:34.672963,2025.0,3.0,30.0,21.0,46.0,34.0,19.68,35.445,1308.34,1307.94
496,2025-03-30 21:46:49.672821,2025-03-30 21:46:49.672821,2025.0,3.0,30.0,21.0,46.0,49.0,19.7175,35.4075,1306.84,1307.94
497,2025-03-30 21:47:04.673244,2025-03-30 21:47:04.673244,2025.0,3.0,30.0,21.0,47.0,4.0,19.67,35.455,1308.73,1307.94
498,2025-03-30 21:47:19.672749,2025-03-30 21:47:19.672749,2025.0,3.0,30.0,21.0,47.0,19.0,19.698750000000004,35.42625,1307.59,1307.94
499,2025-03-30 21:47:34.672722,2025-03-30 21:47:34.672722,2025.0,3.0,30.0,21.0,47.0,34.0,19.665,35.46,1308.93,1307.94
500,2025-03-30 21:47:49.672843,2025-03-30 21:47:49.672843,2025.0,3.0,30.0,21.0,47.0,49.0,19.685,35.44,1308.14,1307.94
501,2025-03-30 21:48:04.673455,2025-03-30 21:48:04.673455,2025.0,3.0,30.0,21.0,48.0,4.0,19.68875,35.43625,1307.99,1307.94
502,2025-03-30 21:48:19.672935,2025-03-30 21:48:19.672935,2025.0,3.0,30.0,21.0,48.0,19.0,19.68,35.445,1308.34,1307.94
503,2025-03-30 21:48:34.672511,2025-03-30 21:48:34.672511,2025.0,3.0,30.0,21.0,48.0,34.0,19.68,35.445,1308.34,1307.94
504,2025-03-30 21:48:49.672480,2025-03-30 21:48:49.672480,2025.0,3.0,30.0,21.0,48.0,49.0,19.698750000000004,35.42625,1307.59,1307.94
505,2025-03-30 21:49:04.672864,2025-03-30 21:49:04.672864,2025.0,3.0,30.0,21.0,49.0,4.0,19.685,35.44,1308.14,1307.94
506,2025-03-30 21:49:19.672567,2025-03-30 21:49:19.672567,2025.0,3.0,30.0,21.0,49.0,19.0,19.655,35.47,1309.33,1307.94
507,2025-03-30 21:49:34.673175,2025-03-30 21:49:34.673175,2025.0,3.0,30.0,21.0,49.0,34.0,19.698750000000004,35.42625,1307.59,1307.94
508,2025-03-30 21:49:49.672689,2025-03-30 21:49:49.672689,2025.0,3.0,30.0,21.0,49.0,49.0,19.68375,35.44125,1308.19,1307.94
509,2025-03-30 21:50:04.672612,2025-03-30 21:50:04.672612,2025.0,3.0,30.0,21.0,50.0,4.0,19.675,35.45,1308.54,1307.94
510,2025-03-30 21:50:19.672909,2025-03-30 21:50:19.672909,2025.0,3.0,30.0,21.0,50.0,19.0,19.66,35.465,1309.13,1307.94
511,2025-03-30 21:50:34.672851,2025-03-30 21:50:34.672851,2025.0,3.0,30.0,21.0,50.0,34.0,19.67,35.455,1308.73,1307.94
512,2025-03-30 21:50:49.672797,2025-03-30 21:50:49.672797,2025.0,3.0,30.0,21.0,50.0,49.0,19.685,35.44,1308.14,1307.94
513,2025-03-30 21:51:04.677007,2025-03-30 21:51:04.677007,2025.0,3.0,30.0,21.0,51.0,4.0,19.5875,35.5375,1312.02,1307.94
514,2025-03-30 21:51:19.672464,2025-03-30 21:51:19.672464,2025.0,3.0,30.0,21.0,51.0,19.0,19.67,35.455,1308.73,1307.94
515,2025-03-30 21:51:34.672912,2025-03-30 21:51:34.672912,2025.0,3.0,30.0,21.0,51.0,34.0,19.7375,35.3875,1306.05,1307.94
516,2025-03-30 21:51:49.672839,2025-03-30 21:51:49.672839,2025.0,3.0,30.0,21.0,51.0,49.0,19.69,35.435,1307.94,1307.94
517,2025-03-30 21:52:04.673160,2025-03-30 21:52:04.673160,2025.0,3.0,30.0,21.0,52.0,4.0,19.69,35.435,1307.94,1307.94
518,2025-03-30 21:52:19.672956,2025-03-30 21:52:19.672956,2025.0,3.0,30.0,21.0,52.0,19.0,19.69,35.435,1307.94,1307.94
519,2025-03-30 21:52:34.672975,2025-03-30 21:52:34.672975,2025.0,3.0,30.0,21.0,52.0,34.0,19.69,35.435,1307.94,1307.94
520,2025-03-30 21:52:49.672937,2025-03-30 21:52:49.672937,2025.0,3.0,30.0,21.0,52.0,49.0,19.69,35.435,1307.94,1307.94
521,2025-03-30 21:53:04.673024,2025-03-30 21:53:04.673024,2025.0,3.0,30.0,21.0,53.0,4.0,19.69,35.435,1307.94,1307.94
522,2025-03-30 21:53:19.672981,2025-03-30 21:53:19.672981,2025.0,3.0,30.0,21.0,53.0,19.0,19.69,35.435,1307.94,1307.94
523,2025-03-30 21:53:34.672900,2025-03-30 21:53:34.672900,2025.0,3.0,30.0,21.0,53.0,34.0,19.69,35.435,1307.94,1307.94
524,2025-03-30 21:53:49.672976,2025-03-30 21:53:49.672976,2025.0,3.0,30.0,21.0,53.0,49.0,19.69,35.435,1307.94,1307.94
525,2025-03-30 21:54:04.673995,2025-03-30 21:54:04.673995,2025.0,3.0,30.0,21.0,54.0,4.0,19.69,35.435,1307.94,1307.94
526,2025-03-30 21:54:19.673060,2025-03-30 21:54:19.673060,2025.0,3.0,30.0,21.0,54.0,19.0,19.69,35.435,1307.94,1307.94
527,2025-03-30 21:54:34.672747,2025-03-30 21:54:34.672747,2025.0,3.0,30.0,21.0,54.0,34.0,19.69,35.435,1307.94,1307.94
528,2025-03-30 21:54:49.672789,2025-03-30 21:54:49.672789,2025.0,3.0,30.0,21.0,54.0,49.0,19.69,35.435,1307.94,1307.94
529,2025-03-30 21:55:04.672899,2025-03-30 21:55:04.672899,2025.0,3.0,30.0,21.0,55.0,4.0,19.69,35.435,1307.94,1307.94
530,2025-03-30 21:55:19.674746,2025-03-30 21:55:19.674746,2025.0,3.0,30.0,21.0,55.0,19.0,19.69,35.435,1307.94,1307.94
531,2025-03-30 21:55:34.672748,2025-03-30 21:55:34.672748,2025.0,3.0,30.0,21.0,55.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
532,2025-03-30 21:55:49.672680,2025-03-30 21:55:49.672680,2025.0,3.0,30.0,21.0,55.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
533,2025-03-30 21:56:04.672959,2025-03-30 21:56:04.672959,2025.0,3.0,30.0,21.0,56.0,4.0,19.69,35.435,1307.94,1307.94
534,2025-03-30 21:56:19.672901,2025-03-30 21:56:19.672901,2025.0,3.0,30.0,21.0,56.0,19.0,19.69,35.435,1307.94,1307.94
535,2025-03-30 21:56:34.672787,2025-03-30 21:56:34.672787,2025.0,3.0,30.0,21.0,56.0,34.0,19.69,35.435,1307.94,1307.94
536,2025-03-30 21:56:49.672918,2025-03-30 21:56:49.672918,2025.0,3.0,30.0,21.0,56.0,49.0,19.69,35.435,1307.94,1307.94
537,2025-03-30 21:57:04.672931,2025-03-30 21:57:04.672931,2025.0,3.0,30.0,21.0,57.0,4.0,19.7375,35.3875,1306.05,1307.94
538,2025-03-30 21:57:19.673069,2025-03-30 21:57:19.673069,2025.0,3.0,30.0,21.0,57.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
539,2025-03-30 21:57:34.673073,2025-03-30 21:57:34.673073,2025.0,3.0,30.0,21.0,57.0,34.0,19.69,35.435,1307.94,1307.94
540,2025-03-30 21:57:49.672858,2025-03-30 21:57:49.672858,2025.0,3.0,30.0,21.0,57.0,49.0,19.69,35.435,1307.94,1307.94
541,2025-03-30 21:58:04.673368,2025-03-30 21:58:04.673368,2025.0,3.0,30.0,21.0,58.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
542,2025-03-30 21:58:19.673500,2025-03-30 21:58:19.673500,2025.0,3.0,30.0,21.0,58.0,19.0,19.67375,35.45125,1308.59,1307.94
543,2025-03-30 21:58:34.673184,2025-03-30 21:58:34.673184,2025.0,3.0,30.0,21.0,58.0,34.0,19.69,35.435,1307.94,1307.94
544,2025-03-30 21:58:49.673632,2025-03-30 21:58:49.673632,2025.0,3.0,30.0,21.0,58.0,49.0,19.69,35.435,1307.94,1307.94
545,2025-03-30 21:59:04.673396,2025-03-30 21:59:04.673396,2025.0,3.0,30.0,21.0,59.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
546,2025-03-30 21:59:19.673192,2025-03-30 21:59:19.673192,2025.0,3.0,30.0,21.0,59.0,19.0,19.69,35.435,1307.94,1307.94
547,2025-03-30 21:59:34.673237,2025-03-30 21:59:34.673237,2025.0,3.0,30.0,21.0,59.0,34.0,19.69,35.435,1307.94,1307.94
548,2025-03-30 21:59:49.673214,2025-03-30 21:59:49.673214,2025.0,3.0,30.0,21.0,59.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
549,2025-03-30 22:00:04.673474,2025-03-30 22:00:04.673474,2025.0,3.0,30.0,22.0,0.0,4.0,19.69,35.435,1307.94,1307.94
550,2025-03-30 22:00:19.673235,2025-03-30 22:00:19.673235,2025.0,3.0,30.0,22.0,0.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
551,2025-03-30 22:00:34.673250,2025-03-30 22:00:34.673250,2025.0,3.0,30.0,22.0,0.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
552,2025-03-30 22:00:49.673303,2025-03-30 22:00:49.673303,2025.0,3.0,30.0,22.0,0.0,49.0,19.69,35.435,1307.94,1307.94
553,2025-03-30 22:01:04.673583,2025-03-30 22:01:04.673583,2025.0,3.0,30.0,22.0,1.0,4.0,19.69,35.435,1307.94,1307.94
554,2025-03-30 22:01:19.673375,2025-03-30 22:01:19.673375,2025.0,3.0,30.0,22.0,1.0,19.0,19.69,35.435,1307.94,1307.94
555,2025-03-30 22:01:34.672954,2025-03-30 22:01:34.672954,2025.0,3.0,30.0,22.0,1.0,34.0,19.69,35.435,1307.94,1307.94
556,2025-03-30 22:01:49.673236,2025-03-30 22:01:49.673236,2025.0,3.0,30.0,22.0,1.0,49.0,19.69,35.435,1307.94,1307.94
557,2025-03-30 22:02:04.673683,2025-03-30 22:02:04.673683,2025.0,3.0,30.0,22.0,2.0,4.0,19.7375,35.3875,1306.05,1307.94
558,2025-03-30 22:02:19.673469,2025-03-30 22:02:19.673469,2025.0,3.0,30.0,22.0,2.0,19.0,19.69,35.435,1307.94,1307.94
559,2025-03-30 22:02:34.673073,2025-03-30 22:02:34.673073,2025.0,3.0,30.0,22.0,2.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
560,2025-03-30 22:02:49.673082,2025-03-30 22:02:49.673082,2025.0,3.0,30.0,22.0,2.0,49.0,19.69,35.435,1307.94,1307.94
561,2025-03-30 22:03:04.673407,2025-03-30 22:03:04.673407,2025.0,3.0,30.0,22.0,3.0,4.0,19.69,35.435,1307.94,1307.94
562,2025-03-30 22:03:19.673203,2025-03-30 22:03:19.673203,2025.0,3.0,30.0,22.0,3.0,19.0,19.69,35.435,1307.94,1307.94
563,2025-03-30 22:03:34.673546,2025-03-30 22:03:34.673546,2025.0,3.0,30.0,22.0,3.0,34.0,19.45375,35.67125,1317.34,1307.94
564,2025-03-30 22:03:49.673608,2025-03-30 22:03:49.673608,2025.0,3.0,30.0,22.0,3.0,49.0,19.8275,35.2975,1302.47,1307.94
565,2025-03-30 22:04:04.673380,2025-03-30 22:04:04.673380,2025.0,3.0,30.0,22.0,4.0,4.0,19.69,35.435,1307.94,1307.94
566,2025-03-30 22:04:19.673737,2025-03-30 22:04:19.673737,2025.0,3.0,30.0,22.0,4.0,19.0,19.69,35.435,1307.94,1307.94
567,2025-03-30 22:04:34.673496,2025-03-30 22:04:34.673496,2025.0,3.0,30.0,22.0,4.0,34.0,19.69,35.435,1307.94,1307.94
568,2025-03-30 22:04:49.673563,2025-03-30 22:04:49.673563,2025.0,3.0,30.0,22.0,4.0,49.0,19.67,35.455,1308.73,1307.94
569,2025-03-30 22:05:04.673691,2025-03-30 22:05:04.673691,2025.0,3.0,30.0,22.0,5.0,4.0,19.69,35.435,1307.94,1307.94
570,2025-03-30 22:05:19.673396,2025-03-30 22:05:19.673396,2025.0,3.0,30.0,22.0,5.0,19.0,19.69,35.435,1307.94,1307.94
571,2025-03-30 22:05:34.673146,2025-03-30 22:05:34.673146,2025.0,3.0,30.0,22.0,5.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
572,2025-03-30 22:05:49.673052,2025-03-30 22:05:49.673052,2025.0,3.0,30.0,22.0,5.0,49.0,19.69,35.435,1307.94,1307.94
573,2025-03-30 22:06:04.673285,2025-03-30 22:06:04.673285,2025.0,3.0,30.0,22.0,6.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
574,2025-03-30 22:06:19.673389,2025-03-30 22:06:19.673389,2025.0,3.0,30.0,22.0,6.0,19.0,19.69,35.435,1307.94,1307.94
575,2025-03-30 22:06:34.673628,2025-03-30 22:06:34.673628,2025.0,3.0,30.0,22.0,6.0,34.0,19.69,35.435,1307.94,1307.94
576,2025-03-30 22:06:49.673402,2025-03-30 22:06:49.673402,2025.0,3.0,30.0,22.0,6.0,49.0,19.69,35.435,1307.94,1307.94
577,2025-03-30 22:07:04.673190,2025-03-30 22:07:04.673190,2025.0,3.0,30.0,22.0,7.0,4.0,19.69,35.435,1307.94,1307.94
578,2025-03-30 22:07:19.673143,2025-03-30 22:07:19.673143,2025.0,3.0,30.0,22.0,7.0,19.0,19.69,35.435,1307.94,1307.94
579,2025-03-30 22:07:34.673243,2025-03-30 22:07:34.673243,2025.0,3.0,30.0,22.0,7.0,34.0,19.69,35.435,1307.94,1307.94
580,2025-03-30 22:07:49.673411,2025-03-30 22:07:49.673411,2025.0,3.0,30.0,22.0,7.0,49.0,19.69,35.435,1307.94,1307.94
581,2025-03-30 22:08:04.673770,2025-03-30 22:08:04.673770,2025.0,3.0,30.0,22.0,8.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
582,2025-03-30 22:08:19.673434,2025-03-30 22:08:19.673434,2025.0,3.0,30.0,22.0,8.0,19.0,19.69,35.435,1307.94,1307.94
583,2025-03-30 22:08:34.673561,2025-03-30 22:08:34.673561,2025.0,3.0,30.0,22.0,8.0,34.0,19.7375,35.3875,1306.05,1307.94
584,2025-03-30 22:08:49.673211,2025-03-30 22:08:49.673211,2025.0,3.0,30.0,22.0,8.0,49.0,19.69,35.435,1307.94,1307.94
585,2025-03-30 22:09:04.673469,2025-03-30 22:09:04.673469,2025.0,3.0,30.0,22.0,9.0,4.0,19.69,35.435,1307.94,1307.94
586,2025-03-30 22:09:19.673645,2025-03-30 22:09:19.673645,2025.0,3.0,30.0,22.0,9.0,19.0,19.69,35.435,1307.94,1307.94
587,2025-03-30 22:09:34.673888,2025-03-30 22:09:34.673888,2025.0,3.0,30.0,22.0,9.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
588,2025-03-30 22:09:49.673629,2025-03-30 22:09:49.673629,2025.0,3.0,30.0,22.0,9.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
589,2025-03-30 22:10:04.673953,2025-03-30 22:10:04.673953,2025.0,3.0,30.0,22.0,10.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
590,2025-03-30 22:10:19.673645,2025-03-30 22:10:19.673645,2025.0,3.0,30.0,22.0,10.0,19.0,19.69,35.435,1307.94,1307.94
591,2025-03-30 22:10:34.673641,2025-03-30 22:10:34.673641,2025.0,3.0,30.0,22.0,10.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
592,2025-03-30 22:10:49.673500,2025-03-30 22:10:49.673500,2025.0,3.0,30.0,22.0,10.0,49.0,19.69,35.435,1307.94,1307.94
593,2025-03-30 22:11:04.673990,2025-03-30 22:11:04.673990,2025.0,3.0,30.0,22.0,11.0,4.0,19.69,35.435,1307.94,1307.94
594,2025-03-30 22:11:19.673834,2025-03-30 22:11:19.673834,2025.0,3.0,30.0,22.0,11.0,19.0,19.65,35.475,1309.53,1307.94
595,2025-03-30 22:11:34.673713,2025-03-30 22:11:34.673713,2025.0,3.0,30.0,22.0,11.0,34.0,19.69,35.435,1307.94,1307.94
596,2025-03-30 22:11:49.673653,2025-03-30 22:11:49.673653,2025.0,3.0,30.0,22.0,11.0,49.0,19.69,35.435,1307.94,1307.94
597,2025-03-30 22:12:04.674055,2025-03-30 22:12:04.674055,2025.0,3.0,30.0,22.0,12.0,4.0,19.76125,35.36375,1305.1,1307.94
598,2025-03-30 22:12:19.673727,2025-03-30 22:12:19.673727,2025.0,3.0,30.0,22.0,12.0,19.0,19.69,35.435,1307.94,1307.94
599,2025-03-30 22:12:34.673498,2025-03-30 22:12:34.673498,2025.0,3.0,30.0,22.0,12.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
600,2025-03-30 22:12:49.673852,2025-03-30 22:12:49.673852,2025.0,3.0,30.0,22.0,12.0,49.0,19.69,35.435,1307.94,1307.94
601,2025-03-30 22:13:04.674099,2025-03-30 22:13:04.674099,2025.0,3.0,30.0,22.0,13.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
602,2025-03-30 22:13:19.674061,2025-03-30 22:13:19.674061,2025.0,3.0,30.0,22.0,13.0,19.0,19.69,35.435,1307.94,1307.94
603,2025-03-30 22:13:34.673765,2025-03-30 22:13:34.673765,2025.0,3.0,30.0,22.0,13.0,34.0,19.69,35.435,1307.94,1307.94
604,2025-03-30 22:13:49.674044,2025-03-30 22:13:49.674044,2025.0,3.0,30.0,22.0,13.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
605,2025-03-30 22:14:04.674114,2025-03-30 22:14:04.674114,2025.0,3.0,30.0,22.0,14.0,4.0,19.69,35.435,1307.94,1307.94
606,2025-03-30 22:14:19.673902,2025-03-30 22:14:19.673902,2025.0,3.0,30.0,22.0,14.0,19.0,19.69,35.435,1307.94,1307.94
607,2025-03-30 22:14:34.673837,2025-03-30 22:14:34.673837,2025.0,3.0,30.0,22.0,14.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
608,2025-03-30 22:14:49.673815,2025-03-30 22:14:49.673815,2025.0,3.0,30.0,22.0,14.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
609,2025-03-30 22:15:04.673970,2025-03-30 22:15:04.673970,2025.0,3.0,30.0,22.0,15.0,4.0,19.69,35.435,1307.94,1307.94
610,2025-03-30 22:15:19.673785,2025-03-30 22:15:19.673785,2025.0,3.0,30.0,22.0,15.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
611,2025-03-30 22:15:34.673781,2025-03-30 22:15:34.673781,2025.0,3.0,30.0,22.0,15.0,34.0,19.69,35.435,1307.94,1307.94
612,2025-03-30 22:15:49.673835,2025-03-30 22:15:49.673835,2025.0,3.0,30.0,22.0,15.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
613,2025-03-30 22:16:04.673565,2025-03-30 22:16:04.673565,2025.0,3.0,30.0,22.0,16.0,4.0,19.69,35.435,1307.94,1307.94
614,2025-03-30 22:16:19.673950,2025-03-30 22:16:19.673950,2025.0,3.0,30.0,22.0,16.0,19.0,19.67,35.455,1308.73,1307.94
615,2025-03-30 22:16:34.674050,2025-03-30 22:16:34.674050,2025.0,3.0,30.0,22.0,16.0,34.0,19.69,35.435,1307.94,1307.94
616,2025-03-30 22:16:49.673942,2025-03-30 22:16:49.673942,2025.0,3.0,30.0,22.0,16.0,49.0,19.69,35.435,1307.94,1307.94
617,2025-03-30 22:17:04.674747,2025-03-30 22:17:04.674747,2025.0,3.0,30.0,22.0,17.0,4.0,19.69,35.435,1307.94,1307.94
618,2025-03-30 22:17:19.673536,2025-03-30 22:17:19.673536,2025.0,3.0,30.0,22.0,17.0,19.0,19.69,35.435,1307.94,1307.94
619,2025-03-30 22:17:34.673563,2025-03-30 22:17:34.673563,2025.0,3.0,30.0,22.0,17.0,34.0,19.69,35.435,1307.94,1307.94
620,2025-03-30 22:17:49.673557,2025-03-30 22:17:49.673557,2025.0,3.0,30.0,22.0,17.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
621,2025-03-30 22:18:04.673810,2025-03-30 22:18:04.673810,2025.0,3.0,30.0,22.0,18.0,4.0,19.69,35.435,1307.94,1307.94
622,2025-03-30 22:18:19.673884,2025-03-30 22:18:19.673884,2025.0,3.0,30.0,22.0,18.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
623,2025-03-30 22:18:34.674036,2025-03-30 22:18:34.674036,2025.0,3.0,30.0,22.0,18.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
624,2025-03-30 22:18:49.673603,2025-03-30 22:18:49.673603,2025.0,3.0,30.0,22.0,18.0,49.0,19.69,35.435,1307.94,1307.94
625,2025-03-30 22:19:04.675461,2025-03-30 22:19:04.675461,2025.0,3.0,30.0,22.0,19.0,4.0,19.69,35.435,1307.94,1307.94
626,2025-03-30 22:19:19.674232,2025-03-30 22:19:19.674232,2025.0,3.0,30.0,22.0,19.0,19.0,19.69,35.435,1307.94,1307.94
627,2025-03-30 22:19:34.674685,2025-03-30 22:19:34.674685,2025.0,3.0,30.0,22.0,19.0,34.0,19.69,35.435,1307.94,1307.94
628,2025-03-30 22:19:49.673913,2025-03-30 22:19:49.673913,2025.0,3.0,30.0,22.0,19.0,49.0,19.7375,35.3875,1306.05,1307.94
629,2025-03-30 22:20:04.673793,2025-03-30 22:20:04.673793,2025.0,3.0,30.0,22.0,20.0,4.0,19.69,35.435,1307.94,1307.94
630,2025-03-30 22:20:19.673594,2025-03-30 22:20:19.673594,2025.0,3.0,30.0,22.0,20.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
631,2025-03-30 22:20:34.673592,2025-03-30 22:20:34.673592,2025.0,3.0,30.0,22.0,20.0,34.0,19.69,35.435,1307.94,1307.94
632,2025-03-30 22:20:49.673650,2025-03-30 22:20:49.673650,2025.0,3.0,30.0,22.0,20.0,49.0,19.71375,35.411249999999995,1306.99,1307.94
633,2025-03-30 22:21:04.673846,2025-03-30 22:21:04.673846,2025.0,3.0,30.0,22.0,21.0,4.0,19.71375,35.411249999999995,1306.99,1307.94
634,2025-03-30 22:21:19.673677,2025-03-30 22:21:19.673677,2025.0,3.0,30.0,22.0,21.0,19.0,19.69,35.435,1307.94,1307.94
635,2025-03-30 22:21:34.673659,2025-03-30 22:21:34.673659,2025.0,3.0,30.0,22.0,21.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
636,2025-03-30 22:21:49.673641,2025-03-30 22:21:49.673641,2025.0,3.0,30.0,22.0,21.0,49.0,19.69,35.435,1307.94,1307.94
637,2025-03-30 22:22:04.674022,2025-03-30 22:22:04.674022,2025.0,3.0,30.0,22.0,22.0,4.0,19.69,35.435,1307.94,1307.94
638,2025-03-30 22:22:19.673653,2025-03-30 22:22:19.673653,2025.0,3.0,30.0,22.0,22.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
639,2025-03-30 22:22:34.673692,2025-03-30 22:22:34.673692,2025.0,3.0,30.0,22.0,22.0,34.0,19.7375,35.3875,1306.05,1307.94
640,2025-03-30 22:22:49.673752,2025-03-30 22:22:49.673752,2025.0,3.0,30.0,22.0,22.0,49.0,19.69,35.435,1307.94,1307.94
641,2025-03-30 22:23:04.674102,2025-03-30 22:23:04.674102,2025.0,3.0,30.0,22.0,23.0,4.0,19.69,35.435,1307.94,1307.94
642,2025-03-30 22:23:19.673729,2025-03-30 22:23:19.673729,2025.0,3.0,30.0,22.0,23.0,19.0,19.69,35.435,1307.94,1307.94
643,2025-03-30 22:23:34.674220,2025-03-30 22:23:34.674220,2025.0,3.0,30.0,22.0,23.0,34.0,19.69,35.435,1307.94,1307.94
644,2025-03-30 22:23:49.673777,2025-03-30 22:23:49.673777,2025.0,3.0,30.0,22.0,23.0,49.0,19.69,35.435,1307.94,1307.94
645,2025-03-30 22:24:04.674121,2025-03-30 22:24:04.674121,2025.0,3.0,30.0,22.0,24.0,4.0,19.69,35.435,1307.94,1307.94
646,2025-03-30 22:24:19.674074,2025-03-30 22:24:19.674074,2025.0,3.0,30.0,22.0,24.0,19.0,19.71375,35.411249999999995,1306.99,1307.94
647,2025-03-30 22:24:34.674380,2025-03-30 22:24:34.674380,2025.0,3.0,30.0,22.0,24.0,34.0,19.69,35.435,1307.94,1307.94
648,2025-03-30 22:24:49.674210,2025-03-30 22:24:49.674210,2025.0,3.0,30.0,22.0,24.0,49.0,19.69,35.435,1307.94,1307.94
649,2025-03-30 22:25:04.675055,2025-03-30 22:25:04.675055,2025.0,3.0,30.0,22.0,25.0,4.0,19.69,35.435,1307.94,1307.94
650,2025-03-30 22:25:19.674448,2025-03-30 22:25:19.674448,2025.0,3.0,30.0,22.0,25.0,19.0,19.69,35.435,1307.94,1307.94
651,2025-03-30 22:25:34.674309,2025-03-30 22:25:34.674309,2025.0,3.0,30.0,22.0,25.0,34.0,19.71375,35.411249999999995,1306.99,1307.94
652,2025-03-30 22:25:49.674115,2025-03-30 22:25:49.674115,2025.0,3.0,30.0,22.0,25.0,49.0,19.69,35.435,1307.94,1307.94
653,2025-03-30 22:26:04.674362,2025-03-30 22:26:04.674362,2025.0,3.0,30.0,22.0,26.0,4.0,19.69,35.435,1307.94,1307.94
654,2025-03-30 22:26:19.674353,2025-03-30 22:26:19.674353,2025.0,3.0,30.0,22.0,26.0,19.0,19.69,35.435,1307.94,1307.94
655,2025-03-30 22:26:34.674244,2025-03-30 22:26:34.674244,2025.0,3.0,30.0,22.0,26.0,34.0,19.69,35.435,1307.94,1307.94
656,2025-03-30 22:26:49.674414,2025-03-30 22:26:49.674414,2025.0,3.0,30.0,22.0,26.0,49.0,19.69,35.435,1307.94,1307.94
657,2025-03-30 22:27:04.674250,2025-03-30 22:27:04.674250,2025.0,3.0,30.0,22.0,27.0,4.0,19.69,35.435,1307.94,1307.94
658,2025-03-30 22:27:19.674290,2025-03-30 22:27:19.674290,2025.0,3.0,30.0,22.0,27.0,19.0,19.69,35.435,1307.94,1307.94
659,2025-03-30 22:27:34.674276,2025-03-30 22:27:34.674276,2025.0,3.0,30.0,22.0,27.0,34.0,19.69,35.435,1307.94,1307.94
660,2025-03-30 22:27:49.674483,2025-03-30 22:27:49.674483,2025.0,3.0,30.0,22.0,27.0,49.0,19.69,35.435,1307.94,1307.94
661,2025-03-30 22:28:04.674276,2025-03-30 22:28:04.674276,2025.0,3.0,30.0,22.0,28.0,4.0,19.67,35.455,1308.73,1307.94
662,2025-03-30 22:28:19.674335,2025-03-30 22:28:19.674335,2025.0,3.0,30.0,22.0,28.0,19.0,19.69,35.435,1307.94,1307.94
663,2025-03-30 22:28:34.674567,2025-03-30 22:28:34.674567,2025.0,3.0,30.0,22.0,28.0,34.0,19.69,35.435,1307.94,1307.94
664,2025-03-30 22:28:49.674417,2025-03-30 22:28:49.674417,2025.0,3.0,30.0,22.0,28.0,49.0,19.69,35.435,1307.94,1307.94
665,2025-03-30 22:29:04.674235,2025-03-30 22:29:04.674235,2025.0,3.0,30.0,22.0,29.0,4.0,19.69,35.435,1307.94,1307.94
666,2025-03-30 22:29:19.674345,2025-03-30 22:29:19.674345,2025.0,3.0,30.0,22.0,29.0,19.0,19.69,35.435,1307.94,1307.94
667,2025-03-30 22:29:34.674305,2025-03-30 22:29:34.674305,2025.0,3.0,30.0,22.0,29.0,34.0,19.69,35.435,1307.94,1307.94
668,2025-03-30 22:29:49.674297,2025-03-30 22:29:49.674297,2025.0,3.0,30.0,22.0,29.0,49.0,19.69,35.435,1307.94,1307.94
669,2025-03-30 22:30:04.674578,2025-03-30 22:30:04.674578,2025.0,3.0,30.0,22.0,30.0,4.0,19.69,35.435,1307.94,1307.94
670,2025-03-30 22:30:19.674357,2025-03-30 22:30:19.674357,2025.0,3.0,30.0,22.0,30.0,19.0,19.69,35.435,1307.94,1307.94
